ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
confirm_o-990252,2023-06-02 17:49:42+00:00,confirm order,['o-990252'],['Nordica Systems GmbH'],"['i-881030', 'i-881031', 'i-881032', 'i-881033', 'i-881034']","['iPhone 11 Pro', 'Echo Show 5', 'Fire Stick', 'Echo Studio', 'iPhone 11']",['Wil van der Aalst'],
out_of_stock_i-880970,2023-06-02 17:58:23+00:00,item out of stock,,,['i-880970'],['Kindle'],['Christopher Schwanen'],
place_o-990265,2023-06-02 19:09:36+00:00,place order,['o-990265'],['Pantheon Art Gallery Kft.'],"['i-881086', 'i-881087']","['iPhone 11', 'MacBook Air']",,
pay_o-990209,2023-06-02 19:43:56+00:00,pay order,['o-990209'],,['i-880878'],['Echo Show 5'],,
deliver_p-660128,2023-06-02 19:59:05+00:00,package delivered,,,"['i-880869', 'i-880917', 'i-880868', 'i-880965', 'i-880963', 'i-880918']","['Echo Show 5', 'iPhone 11', 'iPad Air', 'MacBook Air', 'Kindle', 'iPad']",['Eduardo Goulart Rocha'],['p-660128']
confirm_o-990253,2023-06-02 20:16:00+00:00,confirm order,['o-990253'],['AlpenTech Innovations AG'],"['i-881035', 'i-881036', 'i-881037']","['Fire Stick', 'Kindle', 'MacBook Air']",['Wil van der Aalst'],
create_p-660135,2023-06-02 20:18:54+00:00,create package,,,"['i-880951', 'i-881043', 'i-881040', 'i-881045', 'i-881039', 'i-881042', 'i-880924', 'i-881046', 'i-880889', 'i-880953']","['iPhone 11 Pro', 'iPhone 8', 'Echo', 'iPad Pro', 'iPhone 8', 'MacBook Air', 'iPhone 8', 'Kindle Paperwhite', 'Echo', 'iPad']",['Benedikt Knopp'],['p-660135']
pick_i-881025,2023-06-02 20:18:54+00:00,pick item,,,['i-881025'],['iPad'],['Detlef Wetzeler'],
pick_i-881055,2023-06-02 20:23:27+00:00,pick item,,,['i-881055'],['iPad'],['Leah Tacke genannt Unterberg'],
pick_i-881056,2023-06-02 20:26:47+00:00,pick item,,,['i-881056'],['Echo Show 8'],['Nina Graves'],
deliver_p-660127,2023-06-02 20:28:15+00:00,package delivered,,,"['i-880928', 'i-880956', 'i-880957', 'i-880927']","['Kindle', 'iPad Pro', 'Kindle', 'iPad']",['Alessandro Berti'],['p-660127']
confirm_o-990251,2023-06-02 20:33:54+00:00,confirm order,['o-990251'],['Golden Fleece Textiles S.A.R.L.'],"['i-881025', 'i-881026', 'i-881027', 'i-881028', 'i-881029']","['iPad', 'MacBook Air', 'Echo Dot', 'iPhone 11', 'iPhone 11']",['Mara Nitschke'],
send_p-660134,2023-06-02 21:03:27+00:00,send package,,,['i-880845'],['Echo'],"['Majid Rafiei', 'Mahsa Bafrani']",['p-660134']
reorder_i-881006,2023-06-02 21:12:57+00:00,reorder item,,,['i-881006'],['iPad mini'],['Detlef Wetzeler'],
deliver_p-660118,2023-06-02 21:22:40+00:00,package delivered,,,"['i-880882', 'i-880883', 'i-880881', 'i-880880', 'i-880879', 'i-880884', 'i-880912', 'i-880911', 'i-880914', 'i-880921', 'i-880920', 'i-880913', 'i-880836']","['Fire Stick 4K', 'MacBook Pro', 'iPad', 'MacBook Air', 'Fire Stick 4K', 'iPhone 11 Pro', 'MacBook Pro', 'Echo Plus', 'iPad', 'iPhone 8', 'iPhone 8', 'iPhone X', 'Kindle']",['Gyunam Park'],['p-660118']
place_o-990266,2023-06-02 21:55:23+00:00,place order,['o-990266'],['Iberian Sun Solaridades SA'],"['i-881088', 'i-881089', 'i-881090', 'i-881091', 'i-881092']","['Fire Stick', 'Echo', 'iPhone X', 'Fire Stick', 'iPhone 11 Pro']",,
reorder_i-880988,2023-06-02 22:01:25+00:00,reorder item,,,['i-880988'],['iPhone 11 Pro'],['Mahsa Bafrani'],
pay_o-990224,2023-06-02 22:06:40+00:00,pay order,['o-990224'],,"['i-880927', 'i-880928']","['iPad', 'Kindle']",,
pay_o-990168,2023-06-02 22:16:49+00:00,pay order,['o-990168'],,"['i-880702', 'i-880703', 'i-880704', 'i-880705', 'i-880706']","['Echo Plus', 'iPhone 11 Pro', 'Echo Show 8', 'Echo Show 5', 'iPhone 8']",,
pick_i-881066,2023-06-02 23:13:21+00:00,pick item,,,['i-881066'],['MacBook Air'],['Leah Tacke genannt Unterberg'],
out_of_stock_i-880967,2023-06-02 23:35:27+00:00,item out of stock,,,['i-880967'],['iPad Air'],['Marco Pegoraro'],
pick_i-881050,2023-06-02 23:36:18+00:00,pick item,,,['i-881050'],['Echo'],['Leah Tacke genannt Unterberg'],
confirm_o-990254,2023-06-02 23:48:26+00:00,confirm order,['o-990254'],['Balkan Minerals d.o.o.'],['i-881038'],['iPad mini'],['Christine von Dobbert'],
out_of_stock_i-881041,2023-06-02 23:48:43+00:00,item out of stock,,,['i-881041'],['Echo Plus'],['Leah Tacke genannt Unterberg'],
pick_i-881067,2023-06-02 23:53:45+00:00,pick item,,,['i-881067'],['iPhone X'],['Christopher Schwanen'],
out_of_stock_i-880959,2023-06-03 00:04:14+00:00,item out of stock,,,['i-880959'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
out_of_stock_i-880940,2023-06-03 00:31:35+00:00,item out of stock,,,['i-880940'],['iPad Pro'],['Nina Graves'],
out_of_stock_i-880943,2023-06-03 00:35:13+00:00,item out of stock,,,['i-880943'],['Kindle'],['Benedikt Knopp'],
pay_o-990228,2023-06-03 00:37:00+00:00,pay order,['o-990228'],,"['i-880943', 'i-880944', 'i-880945']","['Kindle', 'Echo Show 5', 'Echo Studio']",,
send_p-660135,2023-06-03 00:53:28+00:00,send package,,,"['i-880951', 'i-881043', 'i-881040', 'i-881045', 'i-881039', 'i-881042', 'i-880924', 'i-881046', 'i-880889', 'i-880953']","['iPhone 11 Pro', 'iPhone 8', 'Echo', 'iPad Pro', 'iPhone 8', 'MacBook Air', 'iPhone 8', 'Kindle Paperwhite', 'Echo', 'iPad']","['Alessandro Berti', 'Christopher Schwanen']",['p-660135']
pick_i-881072,2023-06-03 01:25:47+00:00,pick item,,,['i-881072'],['iPhone 11 Pro'],['Mahsa Bafrani'],
pick_i-881064,2023-06-03 01:41:09+00:00,pick item,,,['i-881064'],['MacBook Air'],['Nina Graves'],
pick_i-881063,2023-06-03 01:51:12+00:00,pick item,,,['i-881063'],['iPad Air'],['Detlef Wetzeler'],
pick_i-881044,2023-06-03 01:52:21+00:00,pick item,,,['i-881044'],['MacBook Pro'],['Marco Pegoraro'],
out_of_stock_i-880974,2023-06-03 02:14:52+00:00,item out of stock,,,['i-880974'],['iPhone 8'],['Mahsa Bafrani'],
reorder_i-880961,2023-06-03 02:17:55+00:00,reorder item,,,['i-880961'],['MacBook Air'],['Christopher Schwanen'],
create_p-660136,2023-06-03 03:33:36+00:00,create package,,,"['i-881052', 'i-881048', 'i-881053', 'i-881049', 'i-881050', 'i-881054', 'i-880966']","['Echo Show 5', 'Echo Show 5', 'MacBook Air', 'iPad Air', 'Echo', 'iPad Pro', 'Echo Dot']",['Benedikt Knopp'],['p-660136']
pick_i-881054,2023-06-03 03:33:36+00:00,pick item,,,['i-881054'],['iPad Pro'],['Leah Tacke genannt Unterberg'],
pick_i-881081,2023-06-03 04:12:50+00:00,pick item,,,['i-881081'],['Fire Stick 4K'],['Benedikt Knopp'],
out_of_stock_i-880989,2023-06-03 05:12:41+00:00,item out of stock,,,['i-880989'],['Echo Studio'],['Leah Tacke genannt Unterberg'],
confirm_o-990255,2023-06-03 05:28:10+00:00,confirm order,['o-990255'],['Mediterranea Luxury Cruises S.p.A.'],"['i-881039', 'i-881040', 'i-881041', 'i-881042', 'i-881043', 'i-881044', 'i-881045', 'i-881046']","['iPhone 8', 'Echo', 'Echo Plus', 'MacBook Air', 'iPhone 8', 'MacBook Pro', 'iPad Pro', 'Kindle Paperwhite']",['Christine von Dobbert'],
confirm_o-990256,2023-06-03 05:48:27+00:00,confirm order,['o-990256'],['Danube Pharmaceuticals BV'],"['i-881047', 'i-881048', 'i-881049', 'i-881050', 'i-881051', 'i-881052', 'i-881053', 'i-881054']","['iPhone X', 'Echo Show 5', 'iPad Air', 'Echo', 'iPad Pro', 'Echo Show 5', 'MacBook Air', 'iPad Pro']",['Christine von Dobbert'],
confirm_o-990257,2023-06-03 06:57:33+00:00,confirm order,['o-990257'],['Carpathian Financial Services plc'],"['i-881055', 'i-881056']","['iPad', 'Echo Show 8']",['Jan Niklas Adams'],
out_of_stock_i-881012,2023-06-03 07:22:08+00:00,item out of stock,,,['i-881012'],['Echo Show 5'],['Leah Tacke genannt Unterberg'],
pick_i-881068,2023-06-03 08:03:35+00:00,pick item,,,['i-881068'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
pay_o-990179,2023-06-03 08:20:09+00:00,pay order,['o-990179'],,"['i-880759', 'i-880760', 'i-880761']","['Echo Show 5', 'MacBook Air', 'Echo Studio']",,
send_p-660136,2023-06-03 08:45:30+00:00,send package,,,"['i-881052', 'i-881048', 'i-881053', 'i-881049', 'i-881050', 'i-881054', 'i-880966']","['Echo Show 5', 'Echo Show 5', 'MacBook Air', 'iPad Air', 'Echo', 'iPad Pro', 'Echo Dot']","['Eduardo Goulart Rocha', 'Nina Graves']",['p-660136']
deliver_p-660129,2023-06-03 08:46:52+00:00,package delivered,,,"['i-880934', 'i-880935', 'i-880932', 'i-880945', 'i-880949', 'i-880946', 'i-880947', 'i-880950', 'i-880948', 'i-880944', 'i-880980', 'i-880978', 'i-880981', 'i-880982', 'i-880933']","['iPhone X', 'iPad', 'iPhone 11 Pro', 'Echo Studio', 'Echo Show 8', 'Kindle Paperwhite', 'iPad', 'Echo', 'iPhone 11', 'Echo Show 5', 'iPad mini', 'MacBook Air', 'Fire Stick 4K', 'Echo Studio', 'iPhone X']",['Gyunam Park'],['p-660129']
pick_i-881071,2023-06-03 10:22:25+00:00,pick item,,,['i-881071'],['Fire Stick'],['Mahsa Bafrani'],
pick_i-881069,2023-06-03 10:23:14+00:00,pick item,,,['i-881069'],['MacBook Air'],['Christopher Schwanen'],
out_of_stock_i-880992,2023-06-03 10:54:39+00:00,item out of stock,,,['i-880992'],['Echo Plus'],['Detlef Wetzeler'],
confirm_o-990258,2023-06-03 10:56:54+00:00,confirm order,['o-990258'],['Celtica Green Farms Oy'],"['i-881057', 'i-881058', 'i-881059', 'i-881060']","['iPhone 8', 'iPhone X', 'iPad', 'Echo Show 5']",['Istvan Koren'],
pick_i-881077,2023-06-03 10:59:28+00:00,pick item,,,['i-881077'],['iPhone X'],['Marco Pegoraro'],
pick_i-881090,2023-06-03 11:11:53+00:00,pick item,,,['i-881090'],['iPhone X'],['Christopher Schwanen'],
reminder_o-990236_52,2023-06-03 11:45:29+00:00,payment reminder,['o-990236'],,"['i-880966', 'i-880967', 'i-880968', 'i-880969']","['Echo Dot', 'iPad Air', 'MacBook Air', 'Kindle']",,
out_of_stock_i-881016,2023-06-03 11:53:26+00:00,item out of stock,,,['i-881016'],['Echo Show 8'],['Mahsa Bafrani'],
create_p-660137,2023-06-03 11:59:01+00:00,create package,,,"['i-881005', 'i-881011', 'i-881010', 'i-881009', 'i-881055', 'i-881056', 'i-881081', 'i-880857']","['MacBook Pro', 'iPad', 'Echo Studio', 'iPad', 'iPad', 'Echo Show 8', 'Fire Stick 4K', 'Echo Dot']",['Christopher Schwanen'],['p-660137']
pick_i-881076,2023-06-03 11:59:01+00:00,pick item,,,['i-881076'],['Fire Stick'],['Leah Tacke genannt Unterberg'],
pick_i-881075,2023-06-03 13:03:01+00:00,pick item,,,['i-881075'],['iPhone 11'],['Benedikt Knopp'],
pick_i-881084,2023-06-03 13:19:54+00:00,pick item,,,['i-881084'],['Echo Studio'],['Mahsa Bafrani'],
pick_i-880955,2023-06-03 13:35:59+00:00,pick item,,,['i-880955'],['iPhone 11'],['Mahsa Bafrani'],
pick_i-881073,2023-06-03 14:01:19+00:00,pick item,,,['i-881073'],['Echo Dot'],['Detlef Wetzeler'],
pick_i-881085,2023-06-03 14:28:36+00:00,pick item,,,['i-881085'],['MacBook Air'],['Christopher Schwanen'],
pay_o-990190,2023-06-03 14:35:26+00:00,pay order,['o-990190'],,"['i-880802', 'i-880803', 'i-880804', 'i-880805', 'i-880806', 'i-880807']","['iPad', 'Fire Stick', 'Echo Dot', 'iPhone 8', 'Echo Show 8', 'Echo Show 8']",,
place_o-990267,2023-06-03 15:15:15+00:00,place order,['o-990267'],['Mediterranea Luxury Cruises S.p.A.'],"['i-881093', 'i-881094', 'i-881095', 'i-881096']","['iPad Air', 'Echo', 'iPhone X', 'Echo Dot']",,
pick_i-881070,2023-06-03 15:19:47+00:00,pick item,,,['i-881070'],['iPad Pro'],['Detlef Wetzeler'],
pick_i-881065,2023-06-03 16:24:45+00:00,pick item,,,['i-881065'],['Echo Show 8'],['Marco Pegoraro'],
deliver_p-660130,2023-06-03 16:30:14+00:00,package delivered,,,['i-880834'],['MacBook Pro'],['Gyunam Park'],['p-660130']
send_p-660137,2023-06-03 16:35:47+00:00,send package,,,"['i-881005', 'i-881011', 'i-881010', 'i-881009', 'i-881055', 'i-881056', 'i-881081', 'i-880857']","['MacBook Pro', 'iPad', 'Echo Studio', 'iPad', 'iPad', 'Echo Show 8', 'Fire Stick 4K', 'Echo Dot']","['Eduardo Goulart Rocha', 'Christopher Schwanen']",['p-660137']
create_p-660138,2023-06-03 17:14:22+00:00,create package,,,"['i-880997', 'i-880991', 'i-880999', 'i-880995', 'i-880993', 'i-880994', 'i-880998', 'i-881035', 'i-881037', 'i-881036', 'i-881072', 'i-881063', 'i-881071', 'i-881077', 'i-881076', 'i-881075', 'i-881073', 'i-881000']","['iPad mini', 'iPad mini', 'Echo Show 8', 'iPhone 8', 'iPhone X', 'Echo Studio', 'iPhone X', 'Fire Stick', 'MacBook Air', 'Kindle', 'iPhone 11 Pro', 'iPad Air', 'Fire Stick', 'iPhone X', 'Fire Stick', 'iPhone 11', 'Echo Dot', 'Echo Plus']",['Christopher Schwanen'],['p-660138']
pick_i-881086,2023-06-03 17:14:22+00:00,pick item,,,['i-881086'],['iPhone 11'],['Detlef Wetzeler'],
fail_p-660123_36,2023-06-03 18:00:41+00:00,failed delivery,,,"['i-880925', 'i-880926', 'i-880871', 'i-880968', 'i-880969', 'i-880819']","['iPad Air', 'Echo Studio', 'Fire Stick 4K', 'MacBook Air', 'Kindle', 'Kindle Paperwhite']",['Eduardo Goulart Rocha'],['p-660123']
reminder_o-990201_53,2023-06-03 18:03:53+00:00,payment reminder,['o-990201'],,"['i-880840', 'i-880841', 'i-880842', 'i-880843', 'i-880844', 'i-880845']","['Echo Show 5', 'iPad Air', 'Echo Studio', 'Fire Stick', 'Fire Stick 4K', 'Echo']",,
pick_i-881061,2023-06-03 18:13:46+00:00,pick item,,,['i-881061'],['iPhone X'],['Christopher Schwanen'],
out_of_stock_i-881028,2023-06-03 18:19:33+00:00,item out of stock,,,['i-881028'],['iPhone 11'],['Christopher Schwanen'],
pick_i-881079,2023-06-03 18:23:26+00:00,pick item,,,['i-881079'],['Echo Show 5'],['Christopher Schwanen'],
pay_o-990229,2023-06-03 18:28:33+00:00,pay order,['o-990229'],,"['i-880946', 'i-880947', 'i-880948', 'i-880949', 'i-880950']","['Kindle Paperwhite', 'iPad', 'iPhone 11', 'Echo Show 8', 'Echo']",,
pay_o-990238,2023-06-03 18:51:53+00:00,pay order,['o-990238'],,"['i-880973', 'i-880974', 'i-880975']","['MacBook Pro', 'iPhone 8', 'Kindle Paperwhite']",,
pick_i-881087,2023-06-03 18:52:06+00:00,pick item,,,['i-881087'],['MacBook Air'],['Christopher Schwanen'],
pick_i-881092,2023-06-03 19:58:41+00:00,pick item,,,['i-881092'],['iPhone 11 Pro'],['Leah Tacke genannt Unterberg'],
pick_i-881088,2023-06-03 20:28:23+00:00,pick item,,,['i-881088'],['Fire Stick'],['Marco Pegoraro'],
confirm_o-990259,2023-06-03 20:59:18+00:00,confirm order,['o-990259'],['AlpenTech Innovations AG'],"['i-881061', 'i-881062', 'i-881063']","['iPhone X', 'iPad', 'iPad Air']",['Wil van der Aalst'],
out_of_stock_i-881060,2023-06-03 21:06:47+00:00,item out of stock,,,['i-881060'],['Echo Show 5'],['Nina Graves'],
reorder_i-881020,2023-06-03 21:10:53+00:00,reorder item,,,['i-881020'],['Kindle Paperwhite'],['Detlef Wetzeler'],
reorder_i-880960,2023-06-03 21:13:02+00:00,reorder item,,,['i-880960'],['MacBook Pro'],['Leah Tacke genannt Unterberg'],
deliver_p-660132,2023-06-03 21:18:39+00:00,package delivered,,,"['i-880941', 'i-880936', 'i-880938', 'i-880942', 'i-880937', 'i-881027', 'i-881026', 'i-880939']","['iPad mini', 'Echo Show 5', 'Kindle', 'MacBook Pro', 'MacBook Pro', 'Echo Dot', 'MacBook Air', 'iPhone 11']",['Majid Rafiei'],['p-660132']
pick_i-880977,2023-06-03 21:23:17+00:00,pick item,,,['i-880977'],['iPad Pro'],['Benedikt Knopp'],
confirm_o-990260,2023-06-03 21:26:22+00:00,confirm order,['o-990260'],['SwissPeak Timepieces AG'],"['i-881064', 'i-881065', 'i-881066', 'i-881067']","['MacBook Air', 'Echo Show 8', 'MacBook Air', 'iPhone X']",['Jan Niklas Adams'],
reorder_i-881013,2023-06-03 21:31:16+00:00,reorder item,,,['i-881013'],['Echo Plus'],['Leah Tacke genannt Unterberg'],
send_p-660138,2023-06-03 22:14:19+00:00,send package,,,"['i-880997', 'i-880991', 'i-880999', 'i-880995', 'i-880993', 'i-880994', 'i-880998', 'i-881035', 'i-881037', 'i-881036', 'i-881072', 'i-881063', 'i-881071', 'i-881077', 'i-881076', 'i-881075', 'i-881073', 'i-881000']","['iPad mini', 'iPad mini', 'Echo Show 8', 'iPhone 8', 'iPhone X', 'Echo Studio', 'iPhone X', 'Fire Stick', 'MacBook Air', 'Kindle', 'iPhone 11 Pro', 'iPad Air', 'Fire Stick', 'iPhone X', 'Fire Stick', 'iPhone 11', 'Echo Dot', 'Echo Plus']","['Yisong Zhang', 'Detlef Wetzeler']",['p-660138']
pick_i-880961,2023-06-03 22:53:01+00:00,pick item,,,['i-880961'],['MacBook Air'],['Benedikt Knopp'],
pick_i-881091,2023-06-03 23:05:08+00:00,pick item,,,['i-881091'],['Fire Stick'],['Mahsa Bafrani'],
confirm_o-990262,2023-06-03 23:23:04+00:00,confirm order,['o-990262'],['AlpenTech Innovations AG'],"['i-881071', 'i-881072', 'i-881073', 'i-881074', 'i-881075', 'i-881076', 'i-881077']","['Fire Stick', 'iPhone 11 Pro', 'Echo Dot', 'Kindle', 'iPhone 11', 'Fire Stick', 'iPhone X']",['Wil van der Aalst'],
out_of_stock_i-880996,2023-06-03 23:35:39+00:00,item out of stock,,,['i-880996'],['Echo Plus'],['Mahsa Bafrani'],
pick_i-880986,2023-06-03 23:43:39+00:00,pick item,,,['i-880986'],['MacBook Pro'],['Mahsa Bafrani'],
pick_i-881089,2023-06-03 23:58:51+00:00,pick item,,,['i-881089'],['Echo'],['Detlef Wetzeler'],
confirm_o-990261,2023-06-04 00:20:25+00:00,confirm order,['o-990261'],['Celtica Green Farms Oy'],"['i-881068', 'i-881069', 'i-881070']","['Kindle Paperwhite', 'MacBook Air', 'iPad Pro']",['Istvan Koren'],
pay_o-990211,2023-06-04 00:27:18+00:00,pay order,['o-990211'],,"['i-880885', 'i-880886', 'i-880887', 'i-880888', 'i-880889', 'i-880890', 'i-880891', 'i-880892']","['iPhone X', 'iPad Pro', 'Kindle', 'Echo Plus', 'Echo', 'iPad mini', 'Echo Show 8', 'iPhone 11']",,
pick_i-880979,2023-06-04 00:53:35+00:00,pick item,,,['i-880979'],['iPhone X'],['Nina Graves'],
pay_o-990215,2023-06-04 01:19:45+00:00,pay order,['o-990215'],,"['i-880904', 'i-880905', 'i-880906', 'i-880907', 'i-880908']","['iPhone X', 'Echo Dot', 'MacBook Pro', 'iPhone 11 Pro', 'Echo Dot']",,
out_of_stock_i-881057,2023-06-04 01:30:20+00:00,item out of stock,,,['i-881057'],['iPhone 8'],['Christopher Schwanen'],
deliver_p-660133,2023-06-04 01:50:57+00:00,package delivered,,,"['i-880958', 'i-880962', 'i-881015', 'i-881017', 'i-881014', 'i-880893']","['iPhone 11', 'iPad Air', 'Echo Studio', 'iPhone 11', 'iPhone 11 Pro', 'iPhone 11']",['Alessandro Berti'],['p-660133']
reorder_i-881004,2023-06-04 02:24:43+00:00,reorder item,,,['i-881004'],['Fire Stick'],['Christopher Schwanen'],
reorder_i-880983,2023-06-04 03:01:41+00:00,reorder item,,,['i-880983'],['iPhone 11'],['Mahsa Bafrani'],
confirm_o-990264,2023-06-04 03:02:28+00:00,confirm order,['o-990264'],['Riviera Robotics SAS'],"['i-881083', 'i-881084', 'i-881085']","['Echo Show 8', 'Echo Studio', 'MacBook Air']",['Istvan Koren'],
pick_i-881083,2023-06-04 03:27:39+00:00,pick item,,,['i-881083'],['Echo Show 8'],['Christopher Schwanen'],
pick_i-880952,2023-06-04 03:42:16+00:00,pick item,,,['i-880952'],['iPhone 8'],['Christopher Schwanen'],
deliver_p-660134,2023-06-04 04:14:22+00:00,package delivered,,,['i-880845'],['Echo'],['Majid Rafiei'],['p-660134']
confirm_o-990263,2023-06-04 04:18:06+00:00,confirm order,['o-990263'],['Carpathian Financial Services plc'],"['i-881078', 'i-881079', 'i-881080', 'i-881081', 'i-881082']","['Echo Plus', 'Echo Show 5', 'Fire Stick 4K', 'Fire Stick 4K', 'Echo Studio']",['Jan Niklas Adams'],
pick_i-881094,2023-06-04 04:46:57+00:00,pick item,,,['i-881094'],['Echo'],['Leah Tacke genannt Unterberg'],
confirm_o-990265,2023-06-04 06:02:22+00:00,confirm order,['o-990265'],['Pantheon Art Gallery Kft.'],"['i-881086', 'i-881087']","['iPhone 11', 'MacBook Air']",['Istvan Koren'],
fail_p-660131_37,2023-06-04 07:06:07+00:00,failed delivery,,,"['i-880990', 'i-880902', 'i-880903']","['iPad Pro', 'Echo Plus', 'Echo Dot']",['Alessandro Berti'],['p-660131']
deliver_p-660135,2023-06-04 08:17:58+00:00,package delivered,,,"['i-880951', 'i-881043', 'i-881040', 'i-881045', 'i-881039', 'i-881042', 'i-880924', 'i-881046', 'i-880889', 'i-880953']","['iPhone 11 Pro', 'iPhone 8', 'Echo', 'iPad Pro', 'iPhone 8', 'MacBook Air', 'iPhone 8', 'Kindle Paperwhite', 'Echo', 'iPad']",['Alessandro Berti'],['p-660135']
out_of_stock_i-881047,2023-06-04 08:31:53+00:00,item out of stock,,,['i-881047'],['iPhone X'],['Christopher Schwanen'],
confirm_o-990266,2023-06-04 08:35:04+00:00,confirm order,['o-990266'],['Iberian Sun Solaridades SA'],"['i-881088', 'i-881089', 'i-881090', 'i-881091', 'i-881092']","['Fire Stick', 'Echo', 'iPhone X', 'Fire Stick', 'iPhone 11 Pro']",['Christine von Dobbert'],
reorder_i-880959,2023-06-04 08:45:02+00:00,reorder item,,,['i-880959'],['Fire Stick 4K'],['Benedikt Knopp'],
pay_o-990240,2023-06-04 09:13:10+00:00,pay order,['o-990240'],,"['i-880978', 'i-880979', 'i-880980', 'i-880981', 'i-880982']","['MacBook Air', 'iPhone X', 'iPad mini', 'Fire Stick 4K', 'Echo Studio']",,
out_of_stock_i-881082,2023-06-04 11:08:44+00:00,item out of stock,,,['i-881082'],['Echo Studio'],['Leah Tacke genannt Unterberg'],
reorder_i-880974,2023-06-04 13:08:52+00:00,reorder item,,,['i-880974'],['iPhone 8'],['Detlef Wetzeler'],
pick_i-881006,2023-06-04 13:26:54+00:00,pick item,,,['i-881006'],['iPad mini'],['Nina Graves'],
reorder_i-880989,2023-06-04 14:21:17+00:00,reorder item,,,['i-880989'],['Echo Studio'],['Nina Graves'],
deliver_p-660136,2023-06-04 15:03:59+00:00,package delivered,,,"['i-881052', 'i-881048', 'i-881053', 'i-881049', 'i-881050', 'i-881054', 'i-880966']","['Echo Show 5', 'Echo Show 5', 'MacBook Air', 'iPad Air', 'Echo', 'iPad Pro', 'Echo Dot']",['Eduardo Goulart Rocha'],['p-660136']
place_o-990268,2023-06-04 15:07:26+00:00,place order,['o-990268'],['Mediterranea Luxury Cruises S.p.A.'],"['i-881097', 'i-881098', 'i-881099']","['Kindle Paperwhite', 'Kindle Paperwhite', 'iPad Pro']",,
pick_i-880988,2023-06-04 15:20:31+00:00,pick item,,,['i-880988'],['iPhone 11 Pro'],['Leah Tacke genannt Unterberg'],
pick_i-881093,2023-06-04 15:34:46+00:00,pick item,,,['i-881093'],['iPad Air'],['Benedikt Knopp'],
create_p-660139,2023-06-04 17:08:53+00:00,create package,,,"['i-881008', 'i-881001', 'i-881002', 'i-881003', 'i-881059', 'i-881068', 'i-881069', 'i-880955', 'i-881070', 'i-880986', 'i-881007']","['iPhone X', 'iPhone X', 'Fire Stick 4K', 'Echo Show 8', 'iPad', 'Kindle Paperwhite', 'MacBook Air', 'iPhone 11', 'iPad Pro', 'MacBook Pro', 'iPhone 11']",['Benedikt Knopp'],['p-660139']
pick_i-881020,2023-06-04 17:08:53+00:00,pick item,,,['i-881020'],['Kindle Paperwhite'],['Detlef Wetzeler'],
reorder_i-881012,2023-06-04 17:49:26+00:00,reorder item,,,['i-881012'],['Echo Show 5'],['Mahsa Bafrani'],
reminder_o-990232_54,2023-06-04 18:26:06+00:00,payment reminder,['o-990232'],,"['i-880956', 'i-880957']","['iPad Pro', 'Kindle']",,
out_of_stock_i-881051,2023-06-04 18:39:32+00:00,item out of stock,,,['i-881051'],['iPad Pro'],['Nina Graves'],
send_p-660139,2023-06-04 22:25:12+00:00,send package,,,"['i-881008', 'i-881001', 'i-881002', 'i-881003', 'i-881059', 'i-881068', 'i-881069', 'i-880955', 'i-881070', 'i-880986', 'i-881007']","['iPhone X', 'iPhone X', 'Fire Stick 4K', 'Echo Show 8', 'iPad', 'Kindle Paperwhite', 'MacBook Air', 'iPhone 11', 'iPad Pro', 'MacBook Pro', 'iPhone 11']","['Gyunam Park', 'Leah Tacke genannt Unterberg']",['p-660139']
reminder_o-990180_55,2023-06-04 23:12:10+00:00,payment reminder,['o-990180'],,"['i-880762', 'i-880763']","['iPhone 11', 'Echo Show 5']",,
reorder_i-881016,2023-06-04 23:16:25+00:00,reorder item,,,['i-881016'],['Echo Show 8'],['Christopher Schwanen'],
confirm_o-990267,2023-06-05 00:33:47+00:00,confirm order,['o-990267'],['Mediterranea Luxury Cruises S.p.A.'],"['i-881093', 'i-881094', 'i-881095', 'i-881096']","['iPad Air', 'Echo', 'iPhone X', 'Echo Dot']",['Wil van der Aalst'],
pick_i-881004,2023-06-05 02:27:39+00:00,pick item,,,['i-881004'],['Fire Stick'],['Detlef Wetzeler'],
deliver_p-660137,2023-06-05 03:49:33+00:00,package delivered,,,"['i-881005', 'i-881011', 'i-881010', 'i-881009', 'i-881055', 'i-881056', 'i-881081', 'i-880857']","['MacBook Pro', 'iPad', 'Echo Studio', 'iPad', 'iPad', 'Echo Show 8', 'Fire Stick 4K', 'Echo Dot']",['Eduardo Goulart Rocha'],['p-660137']
pick_i-881098,2023-06-05 03:56:20+00:00,pick item,,,['i-881098'],['Kindle Paperwhite'],['Marco Pegoraro'],
reorder_i-881028,2023-06-05 03:57:09+00:00,reorder item,,,['i-881028'],['iPhone 11'],['Marco Pegoraro'],
reminder_o-990192_56,2023-06-05 05:01:05+00:00,payment reminder,['o-990192'],,"['i-880812', 'i-880813', 'i-880814']","['Echo Studio', 'iPad mini', 'iPhone 11']",,
